"","branch_type","branch_name","branch_address","branch_city","branch_state","branch_zip"
"889","Sucursal","holbrook branch","991 MAIN STREET","Suffolk","NY",11741
"890","Sucursal","huntington branch","350 MAIN STREET","Suffolk","NY",11743
"891","Sucursal","huntington branch","295 NEW YORK AVENUE","Suffolk","NY",11743
"892","Sucursal","south huntington branch","55 W JERICHO TPKE","Suffolk","NY",11746
"893","Sucursal","walt whitman branch","150 WALT WHITMAN ROAD","Suffolk","NY",11746
"894","Sucursal","dix hills branch","699 OLD COUNTRY RD","Suffolk","NY",11746
"895","Sucursal","melville branch","115 BROAD HOLLOW ROAD","Suffolk","NY",11747
"896","Sucursal","islandia branch","1455 VETERANS HIGHWAY","Suffolk","NY",11749
"897","Sucursal","islip branch","556 MAIN STREET","Suffolk","NY",11751
"898","Sucursal","old westbury branch","35 JERICHO TURNPIKE","Nassau","NY",11753
"899","Sucursal","kings park branch","38 INDIAN HEAD ROAD","Suffolk","NY",11754
"900","Sucursal","smith haven branch","2001 NESCONSET-PORT JEFFERSON HWY.","Suffolk","NY",11755
"901","Sucursal","levittown parkway branch","681 NEWBRIDGE ROAD","Nassau","NY",11756
"902","Sucursal","levittown banking center branch","3737 HEMPSTEAD TURNPIKE","Nassau","NY",11756
"903","Sucursal","lindenhurst drive-in branch","265 SOUTH WELLWOOD AVENUE","Suffolk","NY",11757
"904","Sucursal","lindenhurst branch","166 SOUTH WELLWOOD AVENUE","Suffolk","NY",11757
"905","Sucursal","lindenhurst branch","655 NORTH WELLWOOD AVENUE","Suffolk","NY",11757
"906","Sucursal","north massapequa branch","1090 HICKSVILLE ROAD","Nassau","NY",11758
"907","Sucursal","massapequa branch","35 HICKSVILLE ROAD","Nassau","NY",11758
"908","Sucursal","sunrise mall branch","6 CARMANS RD","Nassau","NY",11758
"909","Sucursal","massapequa branch","4210 SUNRISE HIGHWAY","Nassau","NY",11758
"910","Sucursal","bar harbour branch","4970 MERRICK ROAD","Nassau","NY",11762
"911","Sucursal","medford branch","2271 ROUTE 112","Suffolk","NY",11763
"912","Sucursal","miller place branch","385 ROUTE 25A SUITE 5","Suffolk","NY",11764
"913","Sucursal","mount sinai branch","5499 NESCONSET HIGHWAY","Suffolk","NY",11766
"914","Sucursal","hough & guidece realty rep branch","465-2 SMITHTOWN BOULEVARD","Suffolk","NY",11767
"915","Sucursal","northport main st branch","54 MAIN STREET","Suffolk","NY",11768
"916","Sucursal","fort salonga branch","2 FORT SALONGA ROAD","Suffolk","NY",11768
"917","Sucursal","northport village drive-in branch","163 MAIN STREET","Suffolk","NY",11768
"918","Sucursal","northport branch","721 FORT SALONGA RD","Suffolk","NY",11768
"919","Sucursal","oakdale banking center branch","861 MONTAUK HIGHWAY","Suffolk","NY",11769
"920","Sucursal","north patchogue branch","472 MEDFORD AVENUE","Suffolk","NY",11772
"921","Sucursal","patchogue branch","115 EAST MAIN STREET","Suffolk","NY",11772
"922","Sucursal","patchogue waverly branch","499-84 SUNRISE HWY","Suffolk","NY",11772
"923","Sucursal","port jefferson village branch","120 MAIN ST","Suffolk","NY",11777
"924","Sucursal","port jefferson branch","60 NORTH COUNTRY ROAD","Suffolk","NY",11777
"925","Sucursal","rocky point branch","346-20 NEW YORK ROUTE 25A","Suffolk","NY",11778
"926","Sucursal","macarthur airport vets hwy branch","4155 VETERANS MEMORIAL HIGHWAY","Suffolk","NY",11779
"927","Sucursal","lake ronkonkoma branch","601 PORTION ROAD LAKE SHORE PLAZA","Suffolk","NY",11779
"928","Sucursal","ronkonkoma branch","130 PORTION ROAD","Suffolk","NY",11779
"929","Sucursal","sayville branch","131 MAIN STREET","Suffolk","NY",11782
"930","Sucursal","seaford branch","3875 MERRICK ROAD","Nassau","NY",11783
"931","Sucursal","selden branch","999 MIDDLE COUNTRY ROAD","Suffolk","NY",11784
"932","Sucursal","selden branch","295 MIDDLE COUNTRY ROAD, #115","Suffolk","NY",11784
"933","Sucursal","smithtown branch","42 WEST MAIN STREET","Suffolk","NY",11787
"934","Sucursal","nesconset branch","705 SMITHTOWN BYPASS","Suffolk","NY",11787
"935","Sucursal","hauppauge branch","200 MOTOR PARKWAY","Suffolk","NY",11788
"936","Sucursal","hauppauge east branch","546 RTE 111","Suffolk","NY",11788
"937","Sucursal","stony brook branch","2210 NESCONSET HIGHWAY","Suffolk","NY",11790
"938","Sucursal","syosset branch","220 WEST JERICHO TURNPIKE","Nassau","NY",11791
"939","Sucursal","syosset branch","550 JERICHO TURNPIKE","Nassau","NY",11791
"940","Sucursal","wantagh branch","1201 WANTAGH AVENUE","Nassau","NY",11793
"941","Sucursal","west islip branch","251 HIGBIE LANE","Suffolk","NY",11795
"942","Sucursal","woodbury branch","7977 JERICHO TURNPIKE","Nassau","NY",11797
"943","Sucursal","wyandanch compare foods branch","1551 STRAIGHT PATH ROAD, ASSOC. MKT.","Suffolk","NY",11798
"944","Sucursal","hicksville branch","284 NORTH BROADWAY","Nassau","NY",11801
"945","Sucursal","hicksville north broadway branch","249 NORTH BROADWAY","Nassau","NY",11801
"946","Sucursal","south broadway and 4th st branch","285 S BROADWAY","Nassau","NY",11801
"947","Sucursal","plainview branch","1064 OLD COUNTRY ROAD","Nassau","NY",11803
"948","Sucursal","plainview branch","445 SOUTH OYSTER BAY ROAD","Nassau","NY",11803
"949","Sucursal","manetto hill branch","1100 OLD COUNTRY ROAD","Nassau","NY",11803
"950","Sucursal","woodbury rd and w gate branch","404 WOODBURY ROAD","Nassau","NY",11803
"951","Sucursal","riverhead shopping center branch","1450 OLD COUNTRY ROAD","Suffolk","NY",11901
"952","Sucursal","riverhead branch","7 WEST MAIN STREET","Suffolk","NY",11901
"953","Sucursal","riverhead branch","655 OLD COUNTRY ROAD, ROUTE 58","Suffolk","NY",11901
"954","Sucursal","center moriches main st branch","366 MAIN ST","Suffolk","NY",11934
"955","Sucursal","center moriches drive-in branch","405 MAIN STREET","Suffolk","NY",11934
"956","Sucursal","center moriches old neck rd branch","790 MONTAUK HWY","Suffolk","NY",11934
"957","Sucursal","east hampton branch","66 MAIN STREET","Suffolk","NY",11937
"958","Sucursal","greenport branch","238 MAIN STREET","Suffolk","NY",11944
"959","Sucursal","hampton bays branch","47 WEST MONTAUK HIGHWAY","Suffolk","NY",11946
"960","Sucursal","mattituck branch","10300 MAIN RD","Suffolk","NY",11952
"961","Sucursal","montauk branch","731 MONTAUK HIGHWAY","Suffolk","NY",11954
"962","Sucursal","shelter island branch","48 NORTH FERRY ROAD","Suffolk","NY",11964
"963","Sucursal","shirley william floyd plaza branch","425 WILLIAM FLOYD PARKWAY","Suffolk","NY",11967
"964","Sucursal","shirley south port center branch","645 WILLIAM FLOYD PKWY","Suffolk","NY",11967
"965","Sucursal","southampton driveup branch","66 NUGENT ST","Suffolk","NY",11968
"966","Sucursal","southampton drive-in branch","66 NUGENT STREET","Suffolk","NY",11968
"967","Sucursal","westhampton beach branch","154 MAIN STREET","Suffolk","NY",11978
"968","Sucursal","yaphank branch","128 MAIN STREET","Suffolk","NY",11980
"969","Sucursal","kingston plaza branch","256 PLAZA ROAD","Ulster","NY",12401
"970","Sucursal","beacon branch","404 MAIN STREET","Dutchess","NY",12508
"971","Sucursal","cornwall branch","36 BROADWAY","Orange","NY",12518
"972","Sucursal","fishkill branch","986 MAIN STREET, SUITE 1","Dutchess","NY",12524
"973","Sucursal","fishkill and merritt blvd branch","15 MERRITT BOULEVARD","Dutchess","NY",12524
"974","Sucursal","hopewell junction branch","817 ROUTE 82","Dutchess","NY",12533
"975","Sucursal","hyde park branch","4277 ALBANY POST ROAD","Dutchess","NY",12538
"976","Sucursal","route 17k branch","201 AUTO PARK PLACE","Orange","NY",12550
"977","Sucursal","newburgh branch","5020 ROUTE 9W","Orange","NY",12550
"978","Sucursal","new windsor branch","353 WINDSOR HIGHWAY","Orange","NY",12553
"979","Sucursal","new paltz branch","2 PLATTEKILL AVENUE","Ulster","NY",12561
"980","Sucursal","patterson trailer branch","3112 NY ROUTE 22","Putnam","NY",12563
"981","Sucursal","pine bush branch","75 MAIN STREET","Orange","NY",12566
"982","Sucursal","pleasant valley branch","1600 MAIN STREET, SUITE 14","Dutchess","NY",12569
"983","Sucursal","wappinger branch","1460 RTE 9","Dutchess","NY",12590
"984","Sucursal","mill and garden branch","278 MAIN STREET","Dutchess","NY",12601
"985","Sucursal","poughkeepsie plaza mall branch","2586 SOUTH ROAD","Dutchess","NY",12601
"986","Sucursal","mill and garden branch","MILL AND GARDEN STREETS","Dutchess","NY",12601
"987","Sucursal","red oaks mill branch","48 VASSAR ROAD","Dutchess","NY",12603
"988","Sucursal","apple valley center branch","704 FREEDOM PLAINS ROAD","Dutchess","NY",12603
"989","Sucursal","monticello branch","411 BROADWAY","Sullivan","NY",12701
"990","Sucursal","port jervis branch","14 SUSSEX STREET","Orange","NY",12771
"991","Sucursal","wurtsboro branch","140 SULLIVAN STREET","Sullivan","NY",12790
"992","Sucursal","cicero banking center branch","7888 BREWERTON ROAD","Onondaga","NY",13039
"993","Sucursal","seventh north branch","424 7TH NORTH STREET","Onondaga","NY",13088
"994","Sucursal","liverpool branch","4169 ELMCREST ROAD","Onondaga","NY",13090
"995","Sucursal","manlius branch","329 FAYETTE STREET","Onondaga","NY",13104
"996","Sucursal","minoa branch","249 NORTH MAIN STREET","Onondaga","NY",13116
"997","Sucursal","oswego branch","204 WEST FIRST STREET","Oswego","NY",13126
"998","Sucursal","lincoln center branch","110 WEST FAYETTE STREET","Onondaga","NY",13202
"999","Sucursal","james street branch","801 JAMES STREET","Onondaga","NY",13203
"1000","Sucursal","industrial park branch","6004 COURT STREET","Onondaga","NY",13206
"1001","Sucursal","university branch","649 SOUTH CROUSE AVENUE","Onondaga","NY",13210
"1002","Sucursal","dewitt branch","4425 EAST GENESEE STREET","Onondaga","NY",13214
"1003","Sucursal","fairmount branch","3508 WEST GENESEE STREET","Onondaga","NY",13219
"1004","Sucursal","oneida branch","150 WEST MAIN STREET","Madison","NY",13421
"1005","Sucursal","utica-middle market reg hq branch","258 GENESSE STREET","Oneida","NY",13502
"1006","Sucursal","buffalo-mm branch","350 MAIN STREET","Erie","NY",14202
"1007","Sucursal","brockport branch","66 MAIN STREET","Monroe","NY",14420
"1008","Sucursal","canandaigua branch","130 SOUTH MAIN STREET","Ontario","NY",14424
"1009","Sucursal","east rochester fairport road branch","865 FAIRPORT ROAD","Monroe","NY",14445
"1010","Sucursal","penfield branch","2159 FAIRPORT 9 MILE POINT ROAD","Monroe","NY",14450
"1011","Sucursal","perinton plaza branch","609 MOSELEY ROAD","Monroe","NY",14450
"1012","Sucursal","macedon branch","1890 WEST WAYNE PLAZA","Wayne","NY",14502
"1013","Sucursal","pittsford village branch","31 STATE STREET","Monroe","NY",14534
"1014","Sucursal","scottsville branch","1 ROCHESTER STREET","Monroe","NY",14546
"1015","Sucursal","eastway branch","1950 EMPIRE BOULEVARD","Monroe","NY",14580
"1016","Sucursal","webster branch","920 HOLT ROAD","Monroe","NY",14580
"1017","Sucursal","williamson branch","4124 PEARSALL STREET","Wayne","NY",14589
"1018","Sucursal","tower branch","1 S CLINTON AVE","Monroe","NY",14604
"1019","Sucursal","gates banking center branch","6 SPENCERPORT ROAD","Monroe","NY",14606
"1020","Sucursal","monroe avenue branch","560 MONROE AVENUE","Monroe","NY",14607
"1021","Sucursal","browncroft branch","245 MERCHANTS ROAD","Monroe","NY",14609
"1022","Sucursal","west end branch","36 GENESEE STREET","Monroe","NY",14611
"1023","Sucursal","charlotte branch","3917 LAKE AVENUE","Monroe","NY",14612
"1024","Sucursal","greece long pond branch","690 LONG POND ROAD","Monroe","NY",14612
"1025","Sucursal","irondequoit west branch","674 TITUS AVENUE","Monroe","NY",14617
"1026","Sucursal","brighton monroe branch","1755 MONROE STREET","Monroe","NY",14618
"1027","Sucursal","irondequoit east branch","1982 RIDGE ROAD EAST","Monroe","NY",14622
"1028","Sucursal","henrietta branch","1575 EAST HENRIETTA ROAD","Monroe","NY",14623
"1029","Sucursal","westgate rochester branch","2130 CHILI AVENUE","Monroe","NY",14624
"1030","Sucursal","rochester small bus lending branch","2300 BUFFALO ROAD","Monroe","NY",14624
"1031","Sucursal","greece ridge branch","358 GREECE RIDGE CENTER DRIVE","Monroe","NY",14626
"1032","Sucursal","u of r river campus branch","500 JOSEPH C WILSON BOULEVARD","Monroe","NY",14627
"1033","Sucursal","rochester medical center branch","260 CRITTENDEN BOULEVARD","Monroe","NY",14642
"1034","Sucursal","philadelphia branch","1650 MARKET STREET, 47TH & 52ND FLOOR","Philadelphia","PA",19103
"1035","Sucursal","washington, d.c. branch","800 CONNECTICUT AVENUE","District of Columbia","DC",20006
"1036","Sucursal","elkview branch","558 RAILROAD AVE","Kanawha","WV",25071
"1037","Sucursal","st. albans branch","613 MACCORKLE AVENUE","Kanawha","WV",25177
"1038","Sucursal","charleston main branch","707 VIRGINIA ST. EAST","Kanawha","WV",25301
"1039","Sucursal","downtown mini branch","613 VIRGINIA ST. EAST","Kanawha","WV",25301
"1040","Sucursal","south charleston branch","505 D STREET","Kanawha","WV",25303
"1041","Sucursal","kanawha city branch","200 KANAWHA MALL","Kanawha","WV",25304
"1042","Sucursal","state capitol branch","1625 WASHINGTON STREET","Kanawha","WV",25311
"1043","Sucursal","south hills branch","1001 BRIDGE ROAD","Kanawha","WV",25314
"1044","Sucursal","barboursville branch","6327 ROUTE 60, EAST","Cabell","WV",25504
"1045","Sucursal","chapmanville branch","510 AIRPORT RD","Logan","WV",25508
"1046","Sucursal","milton branch","500 MAIN ST. EAST","Cabell","WV",25541
"1047","Sucursal","teays valley banking center branch","210 GREAT TEAYS BLVD","Putnam","WV",25560
"1048","Sucursal","wayne main branch","608 HENDRICKS STREET","Wayne","WV",25570
"1049","Sucursal","logan main branch","755 EAST STRATTON STREET","Logan","WV",25601
"1050","Sucursal","huntington main branch","1000 FIFTH AVENUE","Cabell","WV",25701
"1051","Sucursal","lavalette branch","4545 FIFTH STREET ROAD","Wayne","WV",25701
"1052","Sucursal","beckley main branch","500 NEVILLE STREET, SUITE 600","Raleigh","WV",25801
"1053","Sucursal","by-pass plaza branch","4140 ROBERT C BYRD DRIVE","Raleigh","WV",25802
"1054","Sucursal","beaver branch","103 AIRPORT RD.","Raleigh","WV",25813
"1055","Sucursal","oak hill branch","215 MAIN STREET","Fayette","WV",25901
"1056","Sucursal","wheeling main branch","1114 MARKET STREET","Ohio","WV",26003
"1057","Sucursal","bae mar branch","2 BAE MAR PLACE","Ohio","WV",26003
"1058","Sucursal","buckhannon main branch","32 EAST MAIN STREET","Upshur","WV",26201
"1059","Sucursal","clarksburg main branch","229 W. MAIN","Harrison","WV",26301
"1060","Sucursal","clarksburg drive up branch","2ND & MAIN STREET","Harrison","WV",26301
"1061","Sucursal","bridgeport johnson avenue branch","1507 JOHNSON AVENUE","Harrison","WV",26330
"1062","Sucursal","deerfield square branch","5170 WINDWARD PKWY","Fulton","GA",30004
"1063","Sucursal","atlanta highway & commerce boulevard branch","5585 ATLANTA HIGHWAY","Forsyth","GA",30004
"1064","Sucursal","crabapple and rucker rd branch","250 RUCKER RD","Fulton","GA",30004
"1065","Sucursal","old milton pkwy & kimball bridge rd banking center","4170 MILTON PKWY","Fulton","GA",30005
"1066","Sucursal","old milton parkway and haynes bridge road branch","11798 HAYNES BRIDGE ROAD","Fulton","GA",30009
"1067","Sucursal","rockdale square branch","1910 HWY 20 SE. SUITE 70","Rockdale","GA",30013
"1068","Sucursal","dacula & fence banking center branch","535 DACULA ROAD","Gwinnett","GA",30019
"1069","Sucursal","haynes bridge and old alabama branch","3080 OLD ALABAMA RD","Fulton","GA",30022
"1070","Sucursal","mcginnis ferry & 141 banking center branch","3695 PEACHTREE PARKWAY","Forsyth","GA",30024
"1071","Sucursal","north decatur corners branch","2861 N DECATUR RD","DeKalb","GA",30033
"1072","Sucursal","north decatur and clairmont branch","2091 N DECATUR RD","DeKalb","GA",30033
"1073","Sucursal","chapel hill commons branch","3642 FLAKES MILL RD, STE 309","DeKalb","GA",30034
"1074","Sucursal","south dekalb branch","2782 CANDLER RD, STE 25","DeKalb","GA",30034
"1075","Sucursal","hairston crossing branch","2079 S HAIRSTON ROAD, SUITE F","DeKalb","GA",30035
"1076","Sucursal","sharon greens branch","1595 PEACHTREE PKWY, STE 210","Forsyth","GA",30041
"1077","Sucursal","trammel and hwy 20 branch","1710 BUFORD HWY","Forsyth","GA",30041
"1078","Sucursal","ridge and hwy 20 branch","1495 BUFORD DR","Gwinnett","GA",30043
"1079","Sucursal","lawrenceville - sugarloaf branch","3340 SUGARLOAF PKWY STE A","Gwinnett","GA",30044
"1080","Sucursal","hurricane shoals branch","690 COLLINS HILL RD","Gwinnett","GA",30045
"1081","Sucursal","lilburn - beaver ruin village branch","4155 LAWRENCEVILLE HIGHWAY, NW","Gwinnett","GA",30047
"1082","Sucursal","snellville - killian hill branch","4081 STONE MOUNTAIN HWY","Gwinnett","GA",30047
"1083","Sucursal","marietta - piedmont commons branch","1060 E PIEDMONT RD","Cobb","GA",30062
"1084","Sucursal","powder springs and macland branch","1740 POWDER SPRINGS RD SW","Cobb","GA",30064
"1085","Sucursal","dallas highway and barrett branch","2615 DALLAS HIGHWAY SOUTHWEST","Cobb","GA",30064
"1086","Sucursal","barrett creek branch","125 BARRETT PKWY NW, STE 201","Cobb","GA",30066
"1087","Sucursal","sandy plains & shallowford banking center","3615 SANDY PLAINS ROAD","Cobb","GA",30066
"1088","Sucursal","delk & powers ferry road banking center brance","2989 DELK ROAD SE","Cobb","GA",30067
"1089","Sucursal","johnson ferry and woodlawn dr branch","1088 JOHNSON FERRY RD","Cobb","GA",30068
"1090","Sucursal","roswell corner branch","1175 WOODSTOCK RD","Fulton","GA",30075
"1091","Sucursal","shallowford and johnson ferry branch","4401 SHALLOWFORD RD, STE 190","Cobb","GA",30075
"1092","Sucursal","roswell - mansell - branch","976 MANSELL ROAD, SUITE 500","Fulton","GA",30076
"1093","Sucursal","holcomb bridge and old alabama branch","1475-B HOLCOMB BRIDGE RD","Fulton","GA",30076
"1094","Sucursal","snellville scenic and pharrs branch","1875 SCENIC HWY N","Gwinnett","GA",30078
"1095","Sucursal","highland station branch","4490 S COBB DR, STE C","Cobb","GA",30080
"1096","Sucursal","hairston village branch","933 N HAIRSTON RD, STE 1","DeKalb","GA",30083
"1097","Sucursal","peachtree square branch","3200 HOLCOMB BRIDGE RD., SUITE 60","Gwinnett","GA",30092
"1098","Sucursal","peachtree corners and 141 branch","5252 PEACHTREE PKWY","Gwinnett","GA",30092
"1099","Sucursal","indian trail branch","1250 TECH DRIVE, SUITE 400","Gwinnett","GA",30093
"1100","Sucursal","duluth reynolds crossing branch","3780 OLD NORCROSS RD","Gwinnett","GA",30096
"1101","Sucursal","old peachtree & buford hwy banking center","2697 OLD PEACHTREE RD","Gwinnett","GA",30097
"1102","Sucursal","state bridge and 141 branch","5940 STATE BRIDGE ROAD","Fulton","GA",30097
"1103","Sucursal","acworth commons branch","3350 COBB PKWY NW","Cobb","GA",30101
"1104","Sucursal","riverstone plaza branch","1453 RIVERSTONE PKWY, SUITE 100","Cherokee","GA",30114
"1105","Sucursal","hickory flat & hickory banking center branch","6782 HICKORY FLAT HIGHWAY","Cherokee","GA",30115
"1106","Sucursal","lithia springs village @ westfork br","610 THORNTON ROAD","Douglas","GA",30122
"1107","Sucursal","sailors road branch","3721 NEW MACLAND RD SUITE 600","Cobb","GA",30127
"1108","Sucursal","dallas highway and lost mountain branch","5096 DALLAS HWY","Cobb","GA",30127
"1109","Sucursal","cosby station branch","3296 HWY 5","Douglas","GA",30135
"1110","Sucursal","hiram pavilion branch","5218 JIMMY LEE SMITH PKWY, STE 11","Paulding","GA",30141
"1111","Sucursal","wade green & wooten lake banking center","4490 WADE GREEN ROAD NW","Cobb","GA",30144
"1112","Sucursal","cobb pkwy & jiles banking ctr branch","2772 COBB PKWY NW","Cobb","GA",30152
"1113","Sucursal","holly springs branch","6230 OLD HWY 5, STE 1","Cherokee","GA",30188
"1114","Sucursal","towne lake parkway & eagle drive banking center branch","3098 EAGLE DRIVE","Cherokee","GA",30189
"1115","Sucursal","summit point branch","820 GLYNN ST S","Fayette","GA",30214
"1116","Sucursal","mcdonough place branch","323 JONESBORO RD","Henry","GA",30253
"1117","Sucursal","morrow southlake branch","2015 MOUNT ZION RD","Clayton","GA",30260
"1118","Sucursal","bullsboro and newnan crossing banking center branch","1175 BULLSBORO DRIVE","Coweta","GA",30265
"1119","Sucursal","mcintosh village branch","2719 W HWY 54","Fayette","GA",30269
"1120","Sucursal","merchants square branch","7145 HIGHWAY 85","Clayton","GA",30274
"1121","Sucursal","stockbridge village branch","3604 SE HWY 138","Clayton","GA",30281
"1122","Sucursal","shannon crossing branch","4550 JONESBORO RD STE TUV","Fulton","GA",30291
"1123","Sucursal","atlanta brach branch","3475 PIEDMONT ROAD, SUITE 1800","Fulton","GA",30305
"1124","Sucursal","atlanta - buckhead branch","3330 PIEDMONT ROAD, SUITE 28","Fulton","GA",30305
"1125","Sucursal","peachtree rd & peachtree avenue banking center","2900 PEACHTREE RD, NW","Fulton","GA",30305
"1126","Sucursal","edgewood branch","1215 CAROLINE ST NE, BLDG H","DeKalb","GA",30307
"1127","Sucursal","midtown piedmont ave branch","595 PEIDMONT AVENUE NE, SUITE 300-310","Fulton","GA",30308
"1128","Sucursal","west end atlanta branch","876 RALPH DAVID ABERNATHY BLVD SW","Fulton","GA",30310
"1129","Sucursal","headland dr and greenbrier branch","3030 HEADLAND DR SW, STE A","Fulton","GA",30311
"1130","Sucursal","moreland branch","2491 VILLAGE CREEK LANDING","DeKalb","GA",30316
"1131","Sucursal","howell mill& collier banking center","2002 HOWELL MILL ROAD, NW","Fulton","GA",30318
"1132","Sucursal","cheshire bridge branch","2350 CHESHIRE BRIDGE RD","Fulton","GA",30324
"1133","Sucursal","piedmont and sidney marcus","2608 PIEDMONT ROAD NE","Fulton","GA",30324
"1134","Sucursal","roswell road and mt. vernon hwy","6180 ROSWELL ROAD","Fulton","GA",30328
"1135","Sucursal","atlanta - skye mill road branch","3300 CLAIRMONT ROAD NE STE C","DeKalb","GA",30329
"1136","Sucursal","north druid hills and lavista branch","2875 N DRUID HILLS RD NE","DeKalb","GA",30329
"1137","Sucursal","dunwoody road & dunwoody village pwy banking center","5540 CHAMBLEE DUNWOODY ROAD","DeKalb","GA",30338
"1138","Sucursal","us 41 & akers mill branch","2905 COBB PARKWAY SE BUILDING 300","Cobb","GA",30339
"1139","Sucursal","chamblee branch","1841 CHAMBLEE TUCKER ROAD, SUITE 1-2","DeKalb","GA",30341
"1140","Sucursal","north buckhead branch","4241 ROSWELL RD","Fulton","GA",30342
"1141","Sucursal","briarcliff village branch","2102 HENDERSON MILL RD NE, STE 100","DeKalb","GA",30345
"1142","Sucursal","sugar hill branch","5900 SUWANEE DAM RD","Gwinnett","GA",30518
"1143","Sucursal","buford and 985 branch","3789 BUFORD DRIVE","Gwinnett","GA",30519
"1144","Sucursal","friendship & spout springs banking center branch","7354 SPOUT SPRINGS RD","Hall","GA",30542
"1145","Sucursal","fleming island cr 220 branch","1516 CR 220","Clay","FL",32003
"1146","Sucursal","blanding and kinglsey branch","2293 KINGSLEY AVE","Clay","FL",32073
"1147","Sucursal","marlin and a1a","190 A1A NORTH","St. Johns","FL",32082
"1148","Sucursal","villages at sawgrass branch","260 FRONT STREET","St. Johns","FL",32082
"1149","Sucursal","dunlawton square branch","3825 S NOVA RD","Volusia","FL",32127
"1150","Sucursal","us441 and buenos aires blvd branch","13621 N US HWY 441","Sumter","FL",32159
"1151","Sucursal","preston avenue & cr 466 banking center branch","2355 PARR DRIVE","Sumter","FL",32162
"1152","Sucursal","cr 466a and pinellas place branch","2435 BURNSED BOULEVARD","Sumter","FL",32163
"1153","Sucursal","new smyrna beach branch","725 E 3RD AVE","Volusia","FL",32169
"1154","Sucursal","the trails branch","75 SHADOW LAKES BOULEVARD","Volusia","FL",32174
"1155","Sucursal","riverside & margaret banking center","1661 RIVERSIDE AVENUE, UNIT 129","Duval","FL",32204
"1156","Sucursal","san juan and roosevelt branch","4495 ROOSEVELT BOULEVARD, SUITE 407","Duval","FL",32210
"1157","Sucursal","southside & touchton banking center","4372 SOUTHSIDE BLVD., SUITE 201","Duval","FL",32216
"1158","Sucursal","university san jose banking center","6012 SAN JOSE BLVD","Duval","FL",32217
"1159","Sucursal","san marco branch","11364 US HIGHWAY 1","Duval","FL",32219
"1160","Sucursal","san jose and mandarin","11389 SAN JOSE BOULEVARD","Duval","FL",32223
"1161","Sucursal","beach and hodges branch","13520 BEACH BLVD","Duval","FL",32224
"1162","Sucursal","atlantic and hodges branch","13245 atlantic boulevard","Duval","FL",32225
"1163","Sucursal","town center and midtown branch","4668 town crossing drive","Duval","FL",32246
"1164","Sucursal","bay meadows branch","7301 bay meadows way","Duval","FL",32256
"1165","Sucursal","bartram park and old st. augustine branch","13920 old st. augustine road, unit 107","Duval","FL",32258
"1166","Sucursal","racetrack and sr 13 branch","370 village oaks dr","St. Johns","FL",32259
"1167","Sucursal","seminole shopped at atlantic branch","650 atlantic boulevard","Duval","FL",32266
"1168","Sucursal","altamonte springs branch","500 e. altamonte drive","Seminole","FL",32701
"1169","Sucursal","apopka branch","1 east main street","Orange","FL",32703
"1170","Sucursal","wekiva branch","2111 e semoran blvd.","Orange","FL",32703
"1171","Sucursal","casselberry branch","1395 semoran boulevard","Seminole","FL",32707
"1172","Sucursal","5601 red bug lake rd branch","5601 red bug lake road","Seminole","FL",32708
"1173","Sucursal","wekiva springs branch","971 north sr 434, suite 1155","Seminole","FL",32714
"1174","Sucursal","north deland branch","305 e international speedway blvd","Volusia","FL",32724
"1175","Sucursal","lake mary banking center branch","4345 west lake mary boulevard","Seminole","FL",32746
"1176","Sucursal","heathrow branch","837 village oak lane","Seminole","FL",32746
"1177","Sucursal","longwood plaza branch","929 west highway 434","Seminole","FL",32750
"1178","Sucursal","maitland branch","431 e. horatio avenue #100","Orange","FL",32751
"1179","Sucursal","us 441 and donnelly street branch","18925 us highway 441","Lake","FL",32757
"1180","Sucursal","crown centre plaza branch","2596 enterprise road","Volusia","FL",32763
"1181","Sucursal","oviedo branch","3 alafaya woods boulevard","Seminole","FL",32765
"1182","Sucursal","aloma ave and sr 417 branch","5403 deep lake road","Seminole","FL",32765
"1183","Sucursal","sanford branch","4190 state rd 46","Seminole","FL",32771
"1184","Sucursal","south sanford branch","3764 south orlando drive","Seminole","FL",32773
"1185","Sucursal","titusville branch","2700 south washington avenue","Brevard","FL",32780
"1186","Sucursal","wiinter park downtown branch","301 s. new york avenue","Orange","FL",32789
"1187","Sucursal","1870 aloma branch","1870 aloma avenue, suite 100","Orange","FL",32789
"1188","Sucursal","us 17 92 and western avenue branch","608 north orlando avenue","Orange","FL",32789
"1189","Sucursal","winter park palms","7315 university blvd","Orange","FL",32792
"1190","Sucursal","east church avenue & orange avenue banking center branch","25 east church street, suite 130","Orange","FL",32801
"1191","Sucursal","colonial plaza branch","2301 east colonial drive","Orange","FL",32803
"1192","Sucursal","edgewater drive branch","2424 edgewater drive","Orange","FL",32804
"1193","Sucursal","dixie village 2710 s orange ave bran","2710 south orange avenue","Orange","FL",32806
"1194","Sucursal","pine hills branch","801 deauville drive","Orange","FL",32808
"1195","Sucursal","florida mall branch","1812 west sand lake road","Orange","FL",32809
"1196","Sucursal","north orange blossom branch","5465 n orange blossom trail","Orange","FL",32810
"1197","Sucursal","orlando - metrowest branch","3120 s kirkman rd","Orange","FL",32811
"1198","Sucursal","dover shores branch","4444 curry ford road","Orange","FL",32812
"1199","Sucursal","conway and hoffner branch","5189 south conway road","Orange","FL",32812
"1200","Sucursal","union park branch","9505 east colonial drive","Orange","FL",32817
